mbid	thedomid	thename	location	explanation
e458d0a18801	TP7P2649	Kabri	32-24	NULL
a9dec6f8438f	UP8Y5030	Kabusecha	15-01	NULL
95a6ac796a29	UL9H6170	Kackerlacka	85-15	NULL
8780033da3cf	UP6P1806	Kadavu	75-49	NULL
ed17776c9aa8	UP6Y4398	Kadesch	47-23	Gods of Ancient Egypt
910c58dc8e01	UP6Y4416	Kadru	57-21	Indian Gods and legendary heroes
00e932c67c2d	UL9P6732	Kael_Hanson	84-05	NULL
45345c32c5e5	UP6H7612	Kaffekask	27-09	NULL
519b8d717dd6	TP8Y5071	Kahwah	43-50	NULL
839ed4cc94b3	TP7Y4929	Kaistsat	34-08	NULL
97d1b0f21f19	TP5H0105	Kaja	57-38	-
f3035e6ef087	UP6Y4314	Kali	47-17	Indian Gods and legendary heroes
da8175deb20e	TP8P3211	Kalimba	25-12	NULL
b15343ddcbe2	UP8Y5178	Kalksee	33-37	NULL
dfe3ebe6b601	UP7H8282	Kalva	79-49	NULL
27671b6dd2f9	UP6H7590	Kalvdans	77-15	NULL
82382d740c4d	UP5H0120	Kalvholmen	37-43	-
dfcb891f550d	TP6Y4439	Kamadewa	64-26	Indian Gods and legendary heroes
a6209286e204	TP7H8173	Kamelweonten	25-06	NULL
649d4b5dfaea	UP6Y4246	Kamephis	46-59	Gods of Ancient Egypt
73193113d537	TP7Y4685	Kamyaran	28-12	NULL
01c6128fb4c7	TP6H7591	Kanelbulle	68-38	NULL
4137b59346c5	UL9H6028	Kanelsticka	81-07	NULL
c1c6000c5cb5	UP7P2194	Kanga	44-07	NULL
98a9e8e72cf1	UP4P0342	Kangaroo	30-07	-
f45836d3f166	UP7Y4710	Kangavar	13-57	NULL
4652f6a64ec7	UP6H7706	Kanin	51-11	NULL
e34871ac0864	UP5P1024	Kansas	39-17	-
35ffcab99de9	TL9H6025	Kantarell	81-06	NULL
3d60b58b0e0d	UP6P1456	Kantishna_River	48-27	central Alaska; rises on N slope of Mt. McKinley
1822191ad068	TP7H8027	Kantra	20-02	NULL
b2c3bb6ad5b5	UP6Y4350	Kanyarundi	77-39	African Gods and Legendary Heroes
eb0d57719e84	TP6Y4351	Kao_Kuo_zhu	78-04	Chinese gods and mythical heroes
d2db85647366	UP8P3412	Karakul	27-53	NULL
ef2ed37ba5a8	TP8H8539	Karamellisera	43-24	NULL
ab05764dd399	UP7P2458	Karate	10-23	NULL
a2e3a4f570e8	TP7H8283	Karda	34-24	NULL
dc955f3d775b	TL9P6721	Karen_Andeen	86-08	NULL
d917c662950c	UP5H0210	Karlaplan	18-55	-
75adea2e840d	UP7H8188	Karlavagnen	23-11	NULL
6540d583f8a7	AP5H0161	Karlberg	56-62	-
7917c864de61	TP6P1425	Karluk_River	48-32	35 km (22 miles) long
74a829b73455	TP4H0035	Karl_Sverkersson	-	-
7edda2dff78e	TP7P2821	Karnak_Temple	11-58	NULL
cd8f52092957	UP6H7708	Karp	68-35	NULL
27cde135cdb9	TP8Y5149	Karpfensee	15-38	NULL
1aa2d9266fd6	UP7P2642	Kartika	04-43	NULL
06a9b77a3026	UP8Y5172	Karutzsee	24-43	NULL
4dc94f87455d	TP8P3387	Kasai_River	19-52	NULL
45277d29f268	UP6Y4366	Kashjapa	65-25	Indian Gods and legendary heroes
b4391d241a79	UP8Y5134	Kashkaval	31-27	NULL
68d7f9714ed7	TP7Y4687	Kashmar	41-38	NULL
4fbdfaf92c34	UP7P2306	Kaskaskia_Nation	62-53	NULL
0229e0648858	TP7P2771	Kason	11-20	NULL
aafe5b50af7d	TP7P2119	Kasseri	71-08	NULL
043ed2c31e5c	TP5H0121	Kassgrundet	47-54	-
f45ad8c5132d	UL9H6072	Kastanj	85-53	NULL
661ececf8523	UL9H6036	Kastanjesopp	81-03	NULL
99254b12614d	TP7P2615	Kastel	35-44	NULL
83ca64c07d22	TP6Y4369	Kasumamodini	74-46	Indian Gods and legendary heroes
cae04c5488c3	TP8P3543	Katmai	31-40	NULL
8c4381dae0d5	UP5H0148	Kattuggla	17-27	-
20a38b11676a	UP6P1826	Kauai	53-35	NULL
3b20706f3d76	UP8Y5086	Kava	08-57	NULL
857976c08f22	UP8H8540	Kavla	01-27	NULL
61cf87f94040	TP7P2479	Kayak	03-42	NULL
39ffb80c8b7f	UP7Y4702	Kazeroun	37-15	NULL
acfd6e6e02d8	TP6P1583	Ka_BOOM	64-34	an Atari 2600 game where you must catch dropped bombs in buckets of water
f4328f8e7ab5	UP6Y4400	Keb	61-27	Gods of Ancient Egypt
c02928c56b5d	UP8Y5142	Kebalofia	42-53	NULL
2741aa5f9fef	UP8Y5118	Kefalotyri	24-53	NULL
b9d2fb3b60a8	TP6Y4421	Kek	57-36	Gods of Ancient Egypt
0be427a22956	UP6Y4354	Kematef	55-27	Gods of Ancient Egypt
efee37d5dfce	TP7H8243	Kemist	33-28	NULL
014614881c4a	UP6P1412	Kemps_Card	47-55	A card Game
93402d3aad46	UP8P3554	Kenai_Fjords	02-47	NULL
3da8fa4fcd30	UP5P0718	Kenophobia	38-25	-
c5a50d559e14	UP5P0918	Keno_Inuzakaish	55-43	-
789535f2fa46	UP7H8174	Kentauren	01-23	NULL
0f86b06bd172	UP5P0932	Kentucky	66-43	-
fff0e9db17ed	TP5P0575	Ken_Walker	45-50	-
11f126e5e8cd	UP7Y4518	Keskonrix	03-49	NULL
f3a96e336711	UP8P3558	Kestrel	20-21	NULL
422719b1caf1	UP6P1332	Keyhole	58-35	The dark dusty Keyhole Nebula gets its name from its unusual shape.
6c95fb9512d1	TP7P2653	Khordad	11-38	NULL
a309eeeb9456	UL8P6536	KHS_Bicycles	83-03	NULL
1af2e56e510a	UP5Y0114	Kia_Sportage	58-41	-
2c54499a75db	UP6Y4384	Kibo	60-35	African Gods and Legendary Heroes
a8b9c5f67c26	UP7H8028	Kick	03-01	NULL
88e52735b7e2	UP7P2184	Kidney	52-39	NULL
fde5d7fc9cbd	TP6P1673	Kid_Sampson	70-52	Character from Joseph Hellers catch-22
d3a6345735ba	TP8Y5153	Kiebitzsee	23-46	NULL
bab97581c1cc	UP6Y4252	Kihanga	47-47	African Gods and Legendary Heroes
d2273b66b1d5	TP7H8175	Kikaren	25-02	NULL
265b34fe9ce1	TP8Y5097	Kilcummin	33-30	NULL
bc44b39cfa73	TP7P2735	Killer_Whale	11-30	NULL
640a5302bf9c	TP6P1505	Killik_River	48-28	NW Alaska; rises in Brooks Range
d4db9f1b764d	TP8P3593	Killington	07-46	NULL
112137cf22b4	UP5P0772	Killology	54-07	-
c42c0e20f97e	SCUBE034	Lantau	2023-34	NULL
d28d98adfa7a	UP5P0824	Kinesiology	49-19	-
74fdeafed9a5	TSLRef02	KingDOM	-	-
3c75852cd2f1	TP7Y4607	Kingisepp	55-42	NULL
cce16a8df8d0	TP7P2511	Kingpin	03-58	NULL
abdfe78ba486	UP6P1436	KingSalmon_River	48-07	S Alaska, on Alaska Peninsula
f9ee48b3b236	TP9P3793	Kings_Cross_Station	32-08	NULL
c1a258bb155e	UP6P1410	Kings_In_The_Corner	65-57	A card Game
273105c2a1f0	TP7P2645	Kinneret	26-40	NULL
ed15be549f60	TP7P2281	Kiowa_Nation	09-04	NULL
63fa0d60ad43	UP7Y4674	Kirill	04-03	NULL
11c9feefa3cc	UP6P1834	Kiritimati	55-01	NULL
d27c77598f8c	TP7H8215	Kiropraktor	34-40	NULL
142c19d612f1	UP7H8284	Kirra	23-09	NULL
b663ff45fb8e	TP7P2643	Kiryat_Hanavim	32-26	NULL
dd49432aa763	UP7P2658	Kislev	26-41	NULL
40f14ab43b31	UP5H0160	Kista	30-49	-
aa51b0898005	TP6Y4247	Kitamba	60-48	African Gods and Legendary Heroes
82674045d089	TP7P2475	Kite_Surfing	10-44	NULL
7258a335020b	TP9P3921	Kittens_And_Puppies	14-12	NULL
b2268b9d6b87	UP8P3628	Kitzbuehel	07-53	NULL
3676ac61f11a	UP6P1498	Kiwalik_River	48-31	NW Alaska, on N side of Seward Peninsula
e53385a4835a	TL8P6529	Klein	83-12	NULL
3535df07a573	UP6P1428	Klondike	73-39	A card Game
377ddcb989fa	TP7P2523	Kloppo	31-54	NULL
1ba2c64d48aa	TP8Y5155	Klostersee	23-06	NULL
d7bb69f4d73b	TL9H6027	Klubbsvamp	81-24	NULL
e98a39ae9c43	TP6P1465	Klutina_River	48-26	S Alaska; rises in Chugach Mts.
a2b10bbe0504	AP6H7751	Klykskrabba	19-62	NULL
7a2a9564cda9	TP7H8029	Klys	18-02	NULL
913653016913	UP6H7746	Knaggrocka	68-31	NULL
c25919157c24	UP7H8030	Knap	09-27	NULL
4938c1596a00	AP7P2010	Knee	17-64	NULL
ee57b3bb024f	TP7P2617	Knerzje	03-22	NULL
625ac2392e5a	TP9P3797	Knight_Bus	32-16	NULL
01df6c1da645	UP5H0150	Knipa	47-45	-
740e5e3dbbf5	UP8P3516	Knit_Hat	24-13	NULL
744754513b02	TP4H0061	Knivsta	37-48	-
1ca046f87a75	TP9P3795	Knockturn_Alley	43-56	NULL
ec8842300a3f	UP7H8286	Knodd	33-29	NULL
0259b7a81e69	AP6P1176	Knossos	70-62	NULL
2ee39e715fa9	TP6H7735	Knot	68-08	NULL
7d128cc5b2b5	TL9H6175	Knott	84-14	NULL
52e44861747e	TP4H0034	Knut_Eriksson	-	-
1d6e2309e969	TP4H0027	Knut_the_Great	-	-
3c172c6a6072	TP8Y4999	Kobald	15-36	NULL
396a5d961de1	UP5P0612	Kobold	29-21	-
c8a7aee677c6	TP6P1441	Kobuk_River	58-02	NW Alaska; rises in Brooks Range
f4c0db8e6918	TP5P0917	Kobungo_Inuta	39-16	-
2ae94b6061d9	TP7H8211	Kock	34-44	NULL
cdcb5206aaca	TP8P3463	Kodalite_Mittens	08-06	NULL
4b6a26b01d6b	UP5Y0116	Koenigsegg_CCR	58-55	-
e3eee807094f	UP5P0694	Koinoniphobia	29-07	-
a20e4747248c	UP6P1466	Kokolik_River	58-45	NW Alaska; rises in NW Brooks Range
5f7a15d8734e	UP6H7592	Kolbulle	25-21	NULL
05ecb4fd7a3f	TP7Y4553	Kolchugino	76-28	NULL
42cbf51f7a9f	TP6H7709	Kolja	80-08	NULL
fd2e0d95d64d	UP7H8138	Kompassen	42-59	NULL
d22cfe60b395	UL8P6540	Kona_Bikes	82-59	NULL
1503e69fa706	UP5P0554	Kona_Storm	45-17	-
e07086ea806f	UP7Y4824	Konia_Dikume	27-23	NULL
be7c2b56f87f	TP5Y0129	Konigs_Wusterhausen	-	-
c254ef756f75	UP8H8542	Konservera	43-17	NULL
cc863a459753	TL9H6145	Kontor	84-56	NULL
ec373b40e53c	TP9P3749	Koozebanian	22-42	NULL
770b2d011fe4	TL9H6085	Korn	81-32	NULL
9518cfe5b304	TP5H0111	Kornknarr	-	-
ea6367859e6b	UP6P1850	Koror	69-31	NULL
6486b9f6c41a	TP5H0149	Korp	64-52	-
cdbc5a3ff9e0	TP7H8139	Korpen	34-60	NULL
851afc048183	UP5P0696	Kosmikophobia	66-39	-
c5ab65b6ba8a	TP6P1915	Kosrae	69-56	NULL
d6e127babcc4	TP7P2611	Kostheim	35-40	NULL
19cf5b69fc9c	UP6P1438	Koyukuk_River	58-11	N central Alaska; rises on S slope of Brooks Range
f7f02f9ccd8d	UP6P1458	Koyuk_River	58-07	W Alaska; rises on Seward Peninsula
44e218aa590c	TP6H7737	Krabba	68-42	NULL
c2c5aaab7727	UP6P1588	Kraft	70-13	Character from Joseph Hellers catch-22
4bb001dfe1e2	AP7P2066	Krakatoa	25-64	NULL
e1792a1fa122	UP9P3792	Kreachers_Cupboard	79-07	NULL
3dc7a06b167b	TP5H0151	Kricka	36-14	-
ed772112fcc6	TP6Y4261	Krischna	66-10	Indian Gods and legendary heroes
267e18bd60f6	UL9H6026	Kristallporing	81-05	NULL
020e3b5b13dc	UL9H6154	Krita	85-25	NULL
1a3551b8b104	TL9H6143	Krona	82-20	NULL
0f3f5f655837	UP6H7716	Kronhjort	31-53	NULL
10f578592af0	UP7H8196	Kronofogde	79-43	NULL
f582cab5e323	TL9H6039	Krorallskivling	84-48	NULL
001a68305554	TP7H8287	Krubba	33-22	NULL
552c74328b32	UP8Y5168	Krumme_Lanke	35-05	NULL
4b85ba7aba76	UP6H7624	Kryddost	77-23	NULL
f7ba8e8f29b0	UL9H6058	Kryddtofsskivling	84-31	NULL
a94cbe036c25	TP7H8031	Kryssa	20-06	NULL
2643746ef6d1	TP7Y4641	Kseniya	12-52	NULL
1e8e490d95d7	UP6Y4260	Kuk	57-03	Gods of Ancient Egypt
e2523d22ad8d	TP8Y5033	Kukicha	33-58	NULL
b35c5066fab3	UL9H6134	Kullagret	85-35	NULL
97178b569ccb	UP6H7710	Kummel	17-11	NULL
5eb219eb2bc1	UP6P1560	KungFu	71-07	a martial arts beat em up arcade game influence by a Bruce Lee movie
369f97ef76de	TP5H0127	Kungsfiskare	47-44	-
b47cd037688a	UP6Y4274	Kung_Kung	73-09	Chinese gods and mythical heroes
ad77abd061cb	TL8P6527	Kuota	83-48	NULL
7b411c54208f	UP6P1500	Kuparuk_River	58-03	N Alaska; rises in N Brooks Range
7a36b05b8717	TP7H8245	Kurator	01-14	NULL
522734d53117	TL8P6503	Kuro_Usagi	36-46	NULL
3df17c9ba482	UP7H8288	Kuse	01-19	NULL
acf5427b10f7	UP7H8140	Kusken	24-45	NULL
0838020e9bad	TP6P1427	Kuskokwim_River	58-58	rises on the NW slopes of the Alaska Range, central Alaska
15a090d58082	TL8P6537	Kvale	83-16	NULL
7c8a70ba2c58	TP7H8289	Kvarta	41-46	NULL
6f18833f8b6f	UP7H8074	Kvaser	10-43	NULL
ee3b4e6874df	TP6H7613	Kvass	77-20	-
652e07948d39	TP6H7625	Kvibille_cheddar	77-24	-
c5d9d8ac43f6	TP6P1507	Kvichak_River	58-44	S Alaska, at base of Alaska Peninsula
218b4bd3228e	TP6P1891	Kwajalein	55-10	NULL
4a408d322173	TP7P2411	Kylectron_Radio	09-34	NULL
6e4caf27928c	TP6Y4405	Labama	60-04	African Gods and Legendary Heroes
32a17ef9bf43	TP5H0123	Labbkobb	46-28	-
b911d6a42fcd	TP7Y4487	Labeldecadix	60-24	NULL
77891acdf7c5	UP7Y4840	Labeo_Seeberi	36-45	NULL
08cd4597bb70	TP7P2137	Labneh	10-50	NULL
f364b22a9114	TP7Y4725	Labrum	36-30	NULL
e3783aab7fed	UP6P1480	Lab_View	71-33	visual programming language developed for lab automation by National Instruments
aac2e18a169f	TP7Y4839	Lace_Agate	42-16	NULL
01b0ec3f000e	TP7P2483	Lacrosse	03-46	NULL
2869c02e6591	TP6P1807	Lacsa_Air	61-36	Costa Rica national airline
68cd09aee818	UP5Y0118	Lada_2110	64-15	-
fc00b79feaa6	TP5H0143	Ladusvala	61-16	-
365914f33943	UP4P0194	Lager	40-49	-
73b00e665f2e	UP6P1342	Lagoon	61-41	One of only two star-forming nebulae faintly visible to the naked eye from mid-northern latitudes.
701c313c135b	TP8Y5109	Laguiole	43-18	NULL
fe83187d8ad8	TP8Y5103	Lajta	81-61	NULL
97f592888952	TP8H8543	Laka	01-44	NULL
3625e3e01d3c	TP6H7711	Lake	51-06	NULL
d80ee170e816	UP7P2324	Lakota_Tribe	09-47	NULL
ea24c70a2f66	UP6Y4378	Lakschmana	74-39	Indian Gods and legendary heroes
e916e0cf27e0	UP5P0592	Lalophobia	50-41	-
5616e19cb827	UP4P0182	Lambic	30-21	-
fd6b929431a1	UP5Y0120	Lamborghiniish	65-41	NULL
b897262bf58a	UP5P0580	Lampwick	29-17	-
1359f12c1eba	TP6P1829	Lanai	54-54	NULL
f2c126e81f64	UP5Y0124	Land_Rover	29-53	-
3d3d366f4238	UL9P6638	Land_Squid	86-45	NULL
6f340c2abb03	UP7Y4754	Langres	24-05	NULL
7e2b00bad815	TP5P0929	Lansing	30-54	-
846c45894b1c	TP7H8237	Lantbrukare	15-52	NULL
bd2a907ee5dd	UP6P1714	LAN_Airlines	61-49	Chile national airline
55c4f65e789b	UP6Y4272	Laozi	73-03	Chinese gods and mythical heroes
359b91e881e6	TP6Y4381	Lao_tzu	65-22	Chinese gods and mythical heroes
d907ac6deae2	TP7Y4899	Lapan_Tubsat	13-16	NULL
6afb950c26ff	UP8Y5094	Lapis_Lazuli	42-41	NULL
8337f446570a	UP8Y5140	Lappi	43-11	NULL
5919c5e8ca28	UL9H6152	Laptop	82-37	NULL
a4c90c56a982	AP6P1130	Lap_Top	45-64	the top of a lap or a computer that can be placed there for use
f5d596cfb67c	TP8Y4971	Larix_Kaempferi	15-02	NULL
64a8ac5299b1	TP6P1291	Larry_Talbot	2029-04	NULL
c088f36023c9	UP5H0198	Larsberg	59-21	-
e677731571cb	UL8H6004	Larvklubba	84-41	NULL
b254fa0dc242	UP5P0780	Laryngology	71-17	-
527d2e355d13	TP4P0123	Lasagna	-	-
190ad4380b6e	UP5Y0126	LaSalle_Series_52	59-09	-
33530089b4ce	UP8P3552	Lassen_Volcanic	02-45	NULL
30e33d60b8cc	UP6P1622	Last_Picture_Show	44-31	Texas character study
55e85c1616fe	TP8P3563	Las_Lenas	14-26	NULL
27efd53a4e89	TP6P1479	LaTeX	70-02	document formatting language
58fe7c32d090	UP8P3192	Lathe	13-27	NULL
59336c07e56d	UP7H8032	Latta	18-01	NULL
c4c61d3c3ca9	TP7P2587	Lattwerch	05-02	NULL
1d18c32e7022	UP7P2270	Laurelin	62-01	NULL
ccbda32d73da	UP7P2624	Lavi	35-27	NULL
e9a566eab7c5	TP5H0137	Lavskrika	68-40	-
3fab50b9a69c	UP6P1698	Lawrence_Of_Arabia	69-19	Historical epic set in Arabia during WWI
53e98b9c9f9c	AP6H7755	Lax	06-64	NULL
ce38a9c852ae	TP8Y4975	Laxiflora	24-20	NULL
a625b26a4b96	UL9H6062	Laxkremla	81-37	NULL
415f1d4e6f90	TL9H6037	Laxticka	85-36	NULL
994455ba4997	UP7Y4830	La_Boheme	06-07	NULL
c98e2e84f1a6	UP7Y4854	La_Cenerentola	15-21	NULL
7c1db460f8fb	UP7Y4832	La_Forza_Del_Destino	06-39	NULL
450d5ba99ddb	TP7Y4821	La_Gazzetta	06-42	NULL
0694a23f4aa7	UP8P3584	La_Plagne	22-11	NULL
e42164acfdb3	UP7Y4806	La_Traviata	23-57	NULL
f4425c0768f4	TP9P3789	Leaky_Cauldron	32-18	NULL
835526344d6d	TP6P1245	Leatherface	58-50	Leatherface is the main villain of The Texas Chain Saw Massacre movies. He is a six foot four inch tall maniac who wields a chainsaw.
89a4ffb469cb	UP8Y5198	Lebersee	33-01	NULL
d77fb8efe972	TP8P3579	Lech	22-50	NULL
022663eb69d9	UP8Y5032	Lechatelierite	24-11	NULL
9c47cc7a93f2	UP8Y5124	Leerdammer	51-15	NULL
a803d0f5a2fb	AP7P2019	Leg	06-63	NULL
637a11c33c78	UP7P2124	Leicester	55-47	NULL
e3745bed763b	UP4H0022	Leif_Eriksson	40-33	-
6734654db93b	TP8P3369	Leineschaf	27-58	NULL
f66d0c44a101	XK4Y0005	Leipzig	-	-
42ec848643f4	TP5P1001	Leishmaniasis	78-08	-
f82ea99946f7	TP6Y4253	Lei_Ku	48-50	Chinese gods and mythical heroes
63cf1d74e420	TP7H8141	Lejonet	23-20	NULL
6e15c2dd9e87	UP6P1554	Lemmings	70-43	a game where you must guide the dumb Lemmings to safety
7b2214c1af15	TP4P0079	Lemon	66-60	-
c38b453120f0	TL8P6541	LeMond	83-42	NULL
5fc0989de263	TP8Y5077	Lemon_Grass	43-10	NULL
916ceadb214d	UP4P0346	Lemur	21-23	-
1577f0d26a96	TP8P3261	Lena_River	28-22	NULL
7313851678cb	TP7Y4523	Lentix	60-34	NULL
149427c139c6	TK4P0056	Leo	-	-
cbf99d4ab9ba	UP7Y4640	Leonid	12-59	NULL
4659ab46dd7a	UP4P0348	Leopard	50-35	-
e016962a7f83	TP8P3429	Leopardi	19-18	NULL
066e7c2f5f07	TP8P3113	Leopard_Seal	31-20	NULL
74b9a0ce0dcf	TP8Y5161	Leppinsee	35-28	NULL
cf350723c3a0	UP5P0620	Leprechaun	69-49	-
739fc68c5404	TP5P0941	Leprosy	58-04	-
77567b3dc58c	TP7P2597	Lerchenberg	03-14	NULL
bc62125efdc0	UP7Y4834	Lerista_Allanae	27-17	NULL
6ef488fcafa2	UL9H6024	Lerskivling	85-31	NULL
6c970327e2ea	TP7P2741	Lesser_Cachalot	26-56	NULL
3f04bb6089e4	UP9P3860	Lestodon	32-59	NULL
6745a006074f	UP8P3588	Les_Arcs	22-49	NULL
98d37e15af38	UP4P0178	Lettuce	61-57	-
94920e15e39e	TP6P1849	Lettuce_Sea_Slug	61-56	NULL
1ab4d7cc682e	TP7Y4537	Leuci	53-08	NULL
7b0de8658562	UP5P0672	Leukophobia	61-25	-
12d637399d14	TP7H8033	Levang	18-18	NULL
47a5015a6e2b	UP5P0548	Leveche	38-47	-
4fa1e9334114	TP8P3447	Levi	17-30	NULL
e6aafa35cc0f	UP5P0636	Levophobia	38-29	-
050c6378339f	UP9P3730	Lew_Zealand	14-09	NULL
c073e06cc707	UP5P0994	Lexiconophilia	36-09	-
f9a4eed216de	UP7Y4596	Lexovii	70-35	NULL
ac6578dd6de3	UP5Y0128	Lexus_LS	59-55	-
c8476800c4f5	UP7P2516	Lex_Luthor	16-41	NULL
76c702669027	UP7Y4790	Le_Comte_Ory	13-15	NULL
d0f3f833f6f7	UP6P1292	Le_Manoir_Du_Diable	58-43	The Devils Castle  is a two minute long, b/w French film directed by Georges Melies. It was from this two minute short that the horror film was born 1896
859a519c4df8	TP6Y4231	Lianja	77-52	African Gods and Legendary Heroes
855b78c7bbd7	UP6P1746	LIAT_Air	61-01	Antigua and Barbuda national airline
460e9b94433e	TK4P0050	Libra	-	-
5504ff26c3a5	TP5Y0119	Lichtenberg	58-34	-
b2ca6bfe867b	TP8Y5057	Licorice	42-24	NULL
8c0474305b8c	UP6P1602	Lieutenant_Nately	77-49	Character from Joseph Hellers catch-22
fcb9c520a031	UP6P1596	Lieutenant_Scheisskopf	63-51	Character from Joseph Hellers catch-22
2303b2bd1715	TP6P1613	Light_Blue	76-30	a color
7db03665311d	TP6P1845	Light_Bulb_Anemone	61-26	NULL
0911f5de6d46	UP5P0596	Ligyrophobia	74-17	-
9f9c7ec1a995	UP6Y4238	Likanda	55-35	African Gods and Legendary Heroes
0bf9beaad91c	UP7Y4604	Likhoslavl	69-59	NULL
a94e7dcdf7b4	TP6P1201	Lilac	46-26	Lilacs are used as food plants by the larvae of some Lepidoptera species
dc3354960632	TL9H6023	Lilamusseron	84-34	NULL
18bdaac228fe	TP5H0167	Liljeholmen	39-22	-
1977b0ddcd06	UP7H8142	Lilla_hunden	34-45	NULL
c1daa2988ab9	TP7H8143	Lilla_lejonet	24-32	NULL
55989b17f992	UP7H8176	Lilla_vattenormen	34-39	NULL
06fce7d3cef3	UP5H0108	Lillbredskobben	46-33	-
c7cb584f8b7a	TP7P2185	Lilo_Pelekai	44-30	NULL
acf6a6c09841	TP6P1205	Lily_River	-	Erect perennial leafy-stemmed bulbous herbs that are native to the northern hemisphere
0df7b060acad	TP4P0151	Lima_bean	21-34	-
c4502ee6681b	UP6P1878	Limburger	55-55	NULL
db092d7fb53e	UP4P0130	Lime	38-51	-
ee4210503635	UP5P0986	Limnophiliaish	-	-
40eaad986cb7	UP5P0676	Limnophobia	71-25	-
bd394598ad8c	UP6P1814	Limpet	61-29	NULL
94ed2cf401bd	TP5P1011	Lincoln	54-50	-
77c717125425	TP8P3365	Lincoln_Longwool	11-08	NULL
33fe5a61e3c4	UP5Y0130	Lincon_Towncar	46-41	-
94dbe72dbc42	UL9P6698	Linden_Tree	86-03	NULL
c223af68a5e5	TL8H6003	Lindyna	81-22	NULL
61b5a56010fd	UL9H6076	Lingon	86-59	NULL
9f8c72e69e62	UP6H7614	Lingoncider	77-59	-
18ef19ecf338	UP7Y4600	Lingones	03-45	NULL
87e1a08e9aec	UP6H7594	Lingonsylt	52-35	NULL
8564a671744b	TP4P0335	Linguineon	-	-
4adaf4b1cd1a	UP7Y4502	Linguistix	06-23	NULL
628a498e5422	UL9H6156	Linjal	82-21	NULL
aa88fdddb58c	TP9P3723	Link_Hogthrob	22-34	NULL
c9faf2749bfe	UP4P0352	Lion	40-39	-
9ebfd3868b74	UP8Y5192	Lipnitzsee	35-25	NULL
17ba093be6bb	TP8Y5119	Liptauer	42-46	NULL
a8262df75aa8	TP5H0153	Lira	57-42	-
7cbd5a514c51	UP7H8290	Lira_Brandy	01-37	NULL
b277afbb8794	UP6P1478	Lisp	77-45	family of list oriented languages whose name comes from LISt Processing
1e38489a87ff	TP4P0143	Lite	50-44	-
54cb7561fcb5	UL8P6532	Litespeed	83-47	NULL
06f482883442	AP4P0070	Lithium	30-62	-
eda1865c31be	UP5P0632	Liticaphobia	67-55	-
d217a32ba5f0	TP6P1353	Little_Dumbbell	72-16	Was originally thought to consist of two separate nebulae, and is one of the faintest and hardest to see objects in Messiers list.
0b8cf97ade5d	UP6P1358	Little_Gem	73-47	It shows two distinct layers  a spherical outer region and a brighter, vase-shaped interior bubble.
1ad801933fb1	UP6P1360	Little_Ghost	73-43	A Relatively faint nebula, its main ring structure is about a light-year across.
8991c42c01a7	UP9P3794	Little_Hangleton	07-47	NULL
2727889a12c2	TP5P0847	Little_Rock	71-34	-
ee4ae7a633a0	AP6P1126	Little_Round_Top	71-61	sight of a famous battle in Gettysburg Virginia
3aca8e2d187d	AP6P1181	Liver	12-63	NULL
13335c028f81	UP6P1484	Livescript	53-07	early version of JavaScript
6f500c102b78	TP6P1301	Living_Dead	65-50	Return of the Living Dead is a horror film that was released in 1985. It was followed by several sequels.
008f8f9cfb53	UP5H0106	Livlandskobben	46-43	-
1d4733d52700	UP6Y4278	Li_Ning_Yang	48-49	Chinese gods and mythical heroes
71d43670b27f	TP6Y4467	Li_No_cha	47-12	Chinese gods and mythical heroes
5140bda6e07b	UP6Y4448	Li_Tiekuai	47-31	Chinese gods and mythical heroes
4bac501e2e5f	TP5H0107	Ljuskobben	56-42	-
f473eca3fcf1	UP4P0354	Llama	66-53	-
fae52e9ef79b	UP8P3414	Llanwenog	27-39	NULL
2da6cc827aba	TP6P1761	Lloyd_Aereo_Boliviano	71-16	Bolivia national airline
02113afa168a	TP7H8291	Lobba	51-20	NULL
310df24bdf72	TL9P6717	Loblolly_Tree	81-54	NULL
df80169aa0c9	UP9P3722	Lobster_Banditos	22-09	NULL
11aa586a0c63	UP5P0588	Loch_Ness_Monsterish	78-33	-
0a72eee26847	TL9P6711	Locust_Tree	84-28	NULL
39158a4da81f	UP7H8034	Lod	28-23	NULL
5d385a8471e5	TP6H7717	Lodjur	34-06	NULL
6603e37cd885	UP7H8144	Lodjuret	23-41	NULL
da1cb66948e4	TP7H8075	Lodur	01-54	NULL
a8b2c7b3ff97	UP4Y0010	Loewenbraeu	54-37	-
9724968ef7dc	UP7H8098	Lofn	10-13	NULL
6a0ab3edeed6	TP7H8035	Logg	42-06	NULL
20dcbff86b0d	UP5P0572	Logophobia	38-33	-
ef8124a2c296	TP8P3125	Log_Jack	41-40	NULL
6204d28017f5	TP6Y4367	Lokapala	65-26	Indian Gods and legendary heroes
96efaffad321	UP7H8126	Loke	23-29	NULL
20c7823b3cac	AP6P1187	Londinium	76-64	NULL
0d9b15016f9b	AP8P3019	London_1908	22-61	NULL
0b57fb20d3e6	AP8P3014	London_1948	07-63	NULL
75b4e50bf978	TP8Y5027	Long_Ding	43-28	NULL
c9b27980d1aa	UL8P6534	LOOK_Bikes	83-43	NULL
7609beae9ca6	TP4P0081	Loquat	21-50	-
93028e56ef5d	AP8P3012	Los_Angeles_1932	79-62	NULL
